panel_num,time(hh:mm:ss),date(dd//mm/yy),voltage(mV),current(mA),power(mW),theta0,theta1
2,10:03:44,05/10/24,5464,117,488,-30.00,0.00
3,10:03:44,05/10/24,6044,125,756,,
1,10:13:44,05/10/24,17772,365,6498,,
2,10:13:44,05/10/24,17720,346,6130,-30.00,-30.00
3,10:13:44,05/10/24,18020,378,6816,,
1,10:23:41,05/10/24,4268,88,376,,
2,10:23:41,05/10/24,4568,91,420,0.00,0.00
3,10:23:41,05/10/24,4316,90,390,,
1,10:33:43,05/10/24,18592,381,7088,,
2,10:33:43,05/10/24,13172,264,3484,0.00,30.00
3,10:33:43,05/10/24,18964,397,7546,,
1,10:43:46,05/10/24,4520,92,420,,
2,10:43:46,05/10/24,4428,88,390,-30.00,0.00
3,10:43:46,05/10/24,4244,89,376,,
1,10:53:44,05/10/24,18036,370,6682,,
2,10:53:44,05/10/24,17992,359,6462,-30.00,0.00
3,10:53:44,05/10/24,18208,382,6960,,
1,11:03:44,05/10/24,4484,92,416,,
2,11:03:44,05/10/24,4436,92,360,-27.71,-9.78
3,11:03:44,05/10/24,4536,95,432,,
1,11:13:44,05/10/24,5968,122,734,,
2,11:13:44,05/10/24,5820,118,636,-27.75,-7.32
3,11:13:44,05/10/24,5688,119,678,,
1,11:23:39,05/10/24,18980,389,7400,,
2,11:23:39,05/10/24,11716,244,2434,30.00,0.00
3,11:23:39,05/10/24,19068,400,7632,,
1,11:33:48,05/10/24,5232,107,564,,
2,11:33:48,05/10/24,5160,101,524,-27.80,-2.37
3,11:33:48,05/10/24,5084,106,544,,
1,11:43:44,05/10/24,17156,350,6098,,
2,11:43:44,05/10/24,16448,333,5478,-30.00,0.00
3,11:43:44,05/10/24,17448,368,6420,,
1,11:53:44,05/10/24,17588,362,6370,,
2,11:53:44,05/10/24,17444,350,6122,-30.00,0.00
3,11:53:44,05/10/24,17892,375,6720,,
1,12:03:44,05/10/24,18848,388,7314,,
2,12:03:44,05/10/24,18456,370,6848,-30.00,30.00
3,12:03:44,05/10/24,18844,395,7452,,
1,12:13:41,05/10/24,12296,253,3110,,
2,12:13:41,05/10/24,11404,230,2624,0.00,0.00
3,12:13:41,05/10/24,11756,247,2896,,
1,12:23:43,05/10/24,6636,136,904,,
2,12:23:43,05/10/24,6868,138,914,0.00,0.00
3,12:23:43,05/10/24,5988,125,754,,
1,12:33:43,05/10/24,12380,254,3146,,
2,12:33:43,05/10/24,12296,246,2966,0.00,0.00
3,12:33:43,05/10/24,11796,247,2920,,
1,12:43:46,05/10/24,13092,268,3512,,
2,12:43:46,05/10/24,12852,257,3304,-27.59,14.86
3,12:43:46,05/10/24,12692,267,3372,,
1,12:53:41,05/10/24,9120,187,1710,,
2,12:53:41,05/10/24,9096,183,1664,0.00,0.00
3,12:53:41,05/10/24,8436,177,1490,,
1,13:03:43,05/10/24,18356,378,6938,,
2,13:03:43,05/10/24,18084,363,6566,0.00,30.00
3,13:03:43,05/10/24,18244,382,6986,,
1,13:13:46,05/10/24,17968,370,6658,,
2,13:13:46,05/10/24,17912,360,6462,-30.00,30.00
3,13:13:46,05/10/24,17860,374,6694,,
1,13:23:41,05/10/24,7612,157,1196,,
2,13:23:41,05/10/24,7688,155,1192,0.00,0.00
3,13:23:41,05/10/24,7084,148,1052,,
1,13:33:51,05/10/24,15384,315,4860,,
2,13:33:51,05/10/24,14960,301,4482,-27.03,26.41
3,13:33:51,05/10/24,14412,303,4348,,
1,13:43:44,05/10/24,17628,363,6402,,
2,13:43:44,05/10/24,17484,351,6148,-30.00,30.00
3,13:43:44,05/10/24,17172,360,6186,,
1,13:53:44,05/10/24,17192,354,6098,,
2,13:53:44,05/10/24,16724,336,5630,-30.00,30.00
3,13:53:44,05/10/24,16524,346,5732,,
1,14:03:42,05/10/24,6832,141,964,,
2,14:03:42,05/10/24,6464,130,846,0.00,30.00
3,14:03:42,05/10/24,5728,120,688,,
1,14:13:43,05/10/24,15616,321,5020,,
2,14:13:43,05/10/24,14884,299,4454,0.00,30.00
3,14:13:43,05/10/24,13524,283,3838,,
1,14:23:43,05/10/24,10052,206,2080,,
2,14:23:43,05/10/24,9888,198,1966,0.00,30.00
3,14:23:43,05/10/24,8280,173,1438,,
1,14:33:45,05/10/24,7328,151,1108,,
2,14:33:45,05/10/24,6768,136,924,-25.65,38.57
3,14:33:45,05/10/24,6468,135,878,,
1,14:43:41,05/10/24,7300,150,1098,,
2,14:43:41,05/10/24,7152,143,1028,0.00,30.00
3,14:43:41,05/10/24,6136,128,790,,
1,14:53:43,05/10/24,6132,126,774,,
2,14:53:43,05/10/24,6044,121,734,0.00,30.00
3,14:53:43,05/10/24,5228,109,574,,
1,15:03:46,05/10/24,5152,106,548,,
2,15:03:46,05/10/24,4560,91,420,-24.45,43.72
3,15:03:46,05/10/24,4184,87,368,,
1,15:13:45,05/10/24,6852,141,970,,
2,15:13:45,05/10/24,6040,121,738,-23.93,45.27
3,15:13:45,05/10/24,5428,114,620,,
1,15:23:43,05/10/24,10084,207,2090,,
2,15:23:43,05/10/24,9184,184,1694,-23.33,46.73
3,15:23:43,05/10/24,5988,126,750,,
1,15:33:43,05/10/24,6392,131,842,,
2,15:33:43,05/10/24,5668,114,648,-22.63,48.11
3,15:33:43,05/10/24,4392,92,406,,
1,15:43:43,05/10/24,10392,213,2218,,
2,15:43:43,05/10/24,9692,194,1888,-21.81,49.40
3,15:43:43,05/10/24,4196,88,370,,
1,15:53:42,05/10/24,17520,360,6314,,
2,15:53:42,05/10/24,17200,345,5940,0.00,60.00
3,15:53:42,05/10/24,3784,79,302,,
1,16:03:43,05/10/24,16348,336,5498,,
2,16:03:43,05/10/24,16172,324,5252,0.00,60.00
3,16:03:43,05/10/24,2204,46,102,,
1,16:13:43,05/10/24,16720,344,5754,,
2,16:13:43,05/10/24,16164,324,5246,0.00,60.00
3,16:13:43,05/10/24,1832,38,72,,
1,16:23:43,05/10/24,16208,333,5404,,
2,16:23:43,05/10/24,15820,317,5020,0.00,60.00
3,16:23:43,05/10/24,1804,37,68,,
1,16:33:44,05/10/24,10380,213,2218,,
2,16:33:44,05/10/24,10240,206,2110,-14.25,54.37
3,16:33:44,05/10/24,1896,39,76,,
1,16:43:40,05/10/24,1584,33,52,,
2,16:43:40,05/10/24,1604,32,52,30.00,30.00
3,16:43:40,05/10/24,1296,27,36,,
1,16:53:46,05/10/24,7044,145,1020,,
2,16:53:46,05/10/24,4284,85,368,0.00,30.00
3,16:53:46,05/10/24,1024,21,22,,
1,17:03:44,05/10/24,8320,170,1422,,
2,17:03:44,05/10/24,2032,41,86,-2.05,56.13
3,17:03:44,05/10/24,1520,31,50,,
1,17:13:44,05/10/24,2584,53,138,,
2,17:13:44,05/10/24,1564,31,50,0.00,30.00
3,17:13:44,05/10/24,1212,25,30,,
1,17:23:47,05/10/24,1136,23,26,,
2,17:23:47,05/10/24,864,17,16,17.49,56.77
3,17:23:47,05/10/24,764,16,14,,
1,17:33:55,05/10/24,708,15,10,,
2,17:33:55,05/10/24,556,11,6,34.78,56.92
3,17:33:55,05/10/24,516,10,6,,
1,17:43:50,05/10/24,512,11,6,,
2,17:43:50,05/10/24,540,11,6,0.00,30.00
3,17:43:50,05/10/24,416,8,4,,
1,17:54:17,05/10/24,180,4,0,,
2,17:54:17,05/10/24,128,3,0,79.27,56.91
3,17:54:17,05/10/24,176,3,0,,
1,05:34:10,06/10/24,116,3,0,,
2,05:34:10,06/10/24,160,3,0,75.71,-56.88
3,05:34:10,06/10/24,172,3,0,,
1,05:43:58,06/10/24,404,8,4,,
2,05:43:58,06/10/24,264,7,0,54.49,-56.93
3,05:43:58,06/10/24,288,6,4,,
1,05:53:55,06/10/24,716,15,10,,
2,05:53:55,06/10/24,616,11,6,33.69,-56.87
3,05:53:55,06/10/24,432,9,4,,
1,06:03:52,06/10/24,920,19,16,,
2,06:03:52,06/10/24,684,16,10,17.59,-56.70
3,06:03:52,06/10/24,560,11,6,,
1,06:13:50,06/10/24,10644,217,2310,,
2,06:13:50,06/10/24,912,16,16,6.43,-56.42
3,06:13:50,06/10/24,680,14,10,,
1,06:23:44,06/10/24,3636,74,272,,
2,06:23:44,06/10/24,936,22,16,-1.19,-56.03
3,06:23:44,06/10/24,792,16,14,,
1,06:33:41,06/10/24,1512,31,46,,
2,06:33:41,06/10/24,3632,141,86,30.00,-30.00
3,06:33:41,06/10/24,904,19,16,,
1,06:43:46,06/10/24,2448,50,124,,
2,06:43:46,06/10/24,8508,96,820,0.00,-30.00
3,06:43:46,06/10/24,996,20,20,,
1,06:53:43,06/10/24,10692,218,2336,,
2,06:53:43,06/10/24,4548,169,134,0.00,-60.00
3,06:53:43,06/10/24,1068,22,22,,
1,07:03:46,06/10/24,15372,314,4834,,
2,07:03:46,06/10/24,11480,156,1802,-30.00,-60.00
3,07:03:46,06/10/24,1136,24,26,,
1,07:13:45,06/10/24,15724,322,5062,,
2,07:13:45,06/10/24,11432,155,1772,-30.00,-60.00
3,07:13:45,06/10/24,1192,25,30,,
1,07:23:45,06/10/24,16040,328,5272,,
2,07:23:45,06/10/24,7776,232,518,-30.00,-60.00
3,07:23:45,06/10/24,1260,26,32,,
1,07:33:45,06/10/24,16660,341,5692,,
2,07:33:45,06/10/24,10736,275,1396,-30.00,-60.00
3,07:33:45,06/10/24,1316,27,36,,
1,07:43:45,06/10/24,16904,346,5862,,
2,07:43:45,06/10/24,13356,197,2638,-30.00,-60.00
3,07:43:45,06/10/24,1416,29,42,,
1,07:53:45,06/10/24,16940,347,5886,,
2,07:53:45,06/10/24,11576,289,1644,-30.00,-30.00
3,07:53:45,06/10/24,1748,36,66,,
1,08:03:45,06/10/24,16664,342,5702,,
2,08:03:45,06/10/24,11804,289,1762,-30.00,-30.00
3,08:03:45,06/10/24,2452,51,128,,
1,08:13:44,06/10/24,15844,325,5158,,
2,08:13:44,06/10/24,14076,237,3342,-30.00,-30.00
3,08:13:44,06/10/24,4596,96,442,,
1,08:23:44,06/10/24,15732,322,5082,,
2,08:23:44,06/10/24,15024,273,4110,-30.00,-30.00
3,08:23:44,06/10/24,7268,152,1108,,
1,08:33:45,06/10/24,11864,244,2894,,
2,08:33:45,06/10/24,11464,203,2334,-24.39,-41.85
3,08:33:45,06/10/24,9068,190,1730,,
1,08:43:44,06/10/24,14484,297,4306,,
2,08:43:44,06/10/24,13980,257,3598,-30.00,-30.00
3,08:43:44,06/10/24,11840,248,2942,,
1,08:53:44,06/10/24,15212,312,4754,,
2,08:53:44,06/10/24,13496,293,3064,-30.00,-30.00
3,08:53:44,06/10/24,12860,269,3474,,
1,09:03:45,06/10/24,15664,321,5034,,
2,09:03:45,06/10/24,13928,304,3250,-25.48,-36.45
3,09:03:45,06/10/24,14260,299,4260,,
1,09:13:44,06/10/24,13836,284,3938,,
2,09:13:44,06/10/24,14004,262,3670,-30.00,-30.00
3,09:13:44,06/10/24,12820,269,3450,,
1,09:23:44,06/10/24,13608,279,3798,,
2,09:23:44,06/10/24,12688,274,2720,-30.00,-30.00
3,09:23:44,06/10/24,12852,269,3464,,
1,09:33:44,06/10/24,11876,244,2896,,
2,09:33:44,06/10/24,12180,242,2952,-30.00,0.00
3,09:33:44,06/10/24,11296,237,2678,,
1,09:43:44,06/10/24,11044,226,2504,,
2,09:43:44,06/10/24,11300,214,2418,-30.00,0.00
3,09:43:44,06/10/24,10500,220,2314,,
1,09:53:44,06/10/24,12736,261,3330,,
2,09:53:44,06/10/24,13164,262,3458,-30.00,0.00
3,09:53:44,06/10/24,12540,263,3300,,
1,10:03:44,06/10/24,14680,301,4436,,
2,10:03:44,06/10/24,14464,297,3860,-26.76,-23.89
3,10:03:44,06/10/24,14740,310,4568,,
1,10:13:44,06/10/24,14152,290,4116,,
2,10:13:44,06/10/24,14404,279,4028,-30.00,0.00
3,10:13:44,06/10/24,14408,302,4352,,
1,10:23:44,06/10/24,14076,289,4074,,
2,10:23:44,06/10/24,14040,286,3676,-27.01,-19.30
3,10:23:44,06/10/24,14228,298,4246,,
1,10:33:43,06/10/24,12888,265,3418,,
2,10:33:43,06/10/24,13180,267,3520,-27.11,-16.95
3,10:33:43,06/10/24,12956,272,3522,,
1,10:43:43,06/10/24,15456,317,4916,,
2,10:43:43,06/10/24,15048,308,4210,-27.19,-14.56
3,10:43:43,06/10/24,15980,335,5360,,
1,10:53:41,06/10/24,16668,342,5718,,
2,10:53:41,06/10/24,15780,319,4752,0.00,0.00
3,10:53:41,06/10/24,17424,365,6374,,
1,11:03:46,06/10/24,18000,370,6666,,
2,11:03:46,06/10/24,17808,357,6364,-27.32,-9.71
3,11:03:46,06/10/24,18240,382,6982,,
1,11:13:44,06/10/24,17360,357,6210,,
2,11:13:44,06/10/24,17064,342,5714,-30.00,0.00
3,11:13:44,06/10/24,17884,375,6714,,
1,11:23:44,06/10/24,17776,366,6512,,
2,11:23:44,06/10/24,17384,349,6082,-30.00,0.00
3,11:23:44,06/10/24,18076,379,6858,,
1,11:33:44,06/10/24,17012,350,5964,,
2,11:33:44,06/10/24,16564,323,5462,-30.00,-90.00
3,11:33:44,06/10/24,17664,370,6548,,
1,11:43:44,06/10/24,16228,334,5424,,
2,11:43:44,06/10/24,15788,316,5036,-30.00,0.00
3,11:43:44,06/10/24,17184,360,6196,,
1,11:53:44,06/10/24,16740,344,5770,,
2,11:53:44,06/10/24,15936,324,5170,-30.00,0.00
3,11:53:44,06/10/24,17456,366,6394,,
1,12:03:44,06/10/24,16544,340,5640,,
2,12:03:44,06/10/24,16144,328,5298,-27.39,5.14
3,12:03:44,06/10/24,17468,366,6406,,
1,12:13:44,06/10/24,16348,337,5512,,
2,12:13:44,06/10/24,15988,323,5174,-27.36,7.61
3,12:13:44,06/10/24,17320,363,6298,,
1,12:23:44,06/10/24,17676,364,6446,,
2,12:23:44,06/10/24,17304,348,6032,-30.00,30.00
3,12:23:44,06/10/24,17912,376,6734,,
1,12:33:44,06/10/24,17900,369,6612,,
2,12:33:44,06/10/24,17836,359,6406,-30.00,30.00
3,12:33:44,06/10/24,18020,378,6816,,
1,12:43:44,06/10/24,16280,336,5470,,
2,12:43:44,06/10/24,15640,315,4948,-27.18,14.91
3,12:43:44,06/10/24,16880,354,5980,,
1,12:53:44,06/10/24,16020,330,5298,,
2,12:53:44,06/10/24,15720,316,4980,-30.00,30.00
3,12:53:44,06/10/24,16680,350,5842,,
1,13:03:44,06/10/24,17988,371,6682,,
2,13:03:44,06/10/24,17688,356,6350,-26.99,19.64
3,13:03:44,06/10/24,17952,376,6764,,
1,13:13:44,06/10/24,17356,358,6220,,
2,13:13:44,06/10/24,16812,339,5698,-30.00,30.00
3,13:13:44,06/10/24,17316,363,6292,,
1,13:23:44,06/10/24,17140,354,6076,,
2,13:23:44,06/10/24,16832,339,5718,-30.00,30.00
3,13:23:44,06/10/24,17160,360,6184,,
1,13:33:44,06/10/24,17480,361,6322,,
2,13:33:44,06/10/24,17060,344,5882,-30.00,30.00
3,13:33:44,06/10/24,17256,362,6248,,
1,13:43:44,06/10/24,17824,368,6574,,
2,13:43:44,06/10/24,17412,351,6118,-30.00,30.00
3,13:43:44,06/10/24,17380,364,6338,,
1,13:53:44,06/10/24,17532,362,6360,,
2,13:53:44,06/10/24,16956,342,5806,-26.21,30.74
3,13:53:44,06/10/24,16948,355,6030,,
1,14:03:43,06/10/24,15164,313,4764,,
2,14:03:43,06/10/24,14680,296,4362,-25.98,32.80
3,14:03:43,06/10/24,13324,279,3730,,
1,14:13:44,06/10/24,17708,366,6492,,
2,14:13:44,06/10/24,17288,349,6040,-30.00,60.00
3,14:13:44,06/10/24,16428,344,5666,,
1,14:23:44,06/10/24,17496,362,6338,,
2,14:23:44,06/10/24,17120,346,5932,-30.00,60.00
3,14:23:44,06/10/24,15500,325,5046,,
1,14:33:44,06/10/24,17492,362,6334,,
2,14:33:44,06/10/24,16732,338,5668,-25.11,38.60
3,14:33:44,06/10/24,14540,305,4440,,
1,14:43:44,06/10/24,17132,354,6082,,
2,14:43:44,06/10/24,16780,339,5698,-30.00,60.00
3,14:43:44,06/10/24,13992,293,4110,,
1,14:53:44,06/10/24,17276,357,6180,,
2,14:53:44,06/10/24,16488,333,5492,-24.32,42.10
3,14:53:44,06/10/24,13104,275,3604,,
1,15:03:42,06/10/24,17100,354,6056,,
2,15:03:42,06/10/24,16508,333,5512,0.00,60.00
3,15:03:42,06/10/24,12220,256,3132,,
1,15:13:43,06/10/24,17304,358,6204,,
2,15:13:43,06/10/24,16668,337,5616,0.00,60.00
3,15:13:43,06/10/24,7540,158,1192,,
1,15:23:45,06/10/24,16888,349,5902,,
2,15:23:45,06/10/24,15688,317,4984,-22.65,46.74
3,15:23:45,06/10/24,5720,115,662,,
1,15:33:42,06/10/24,16852,348,5878,,
2,15:33:42,06/10/24,16496,333,5502,0.00,60.00
3,15:33:42,06/10/24,1820,38,68,,
1,15:43:46,06/10/24,15052,311,4682,,
2,15:43:46,06/10/24,13884,280,3884,-21.03,49.39
3,15:43:46,06/10/24,1968,41,82,,
1,15:53:42,06/10/24,13672,282,3864,,
2,15:53:42,06/10/24,13104,264,3460,0.00,60.00
3,15:53:42,06/10/24,2072,43,88,,
1,16:03:45,06/10/24,14816,305,4528,,
2,16:03:45,06/10/24,13572,273,3716,-18.76,51.67
3,16:03:45,06/10/24,1988,41,82,,
1,16:13:43,06/10/24,8964,184,1658,,
2,16:13:43,06/10/24,7816,157,1232,-17.25,52.67
3,16:13:43,06/10/24,1904,39,76,,
1,16:23:44,06/10/24,8744,180,1576,,
2,16:23:44,06/10/24,7660,154,1182,-15.38,53.56
3,16:23:44,06/10/24,2068,43,88,,
1,16:33:44,06/10/24,8416,173,1458,,
2,16:33:44,06/10/24,7364,147,1092,-13.02,54.35
3,16:33:44,06/10/24,1776,37,66,,
1,16:43:43,06/10/24,14304,294,4208,,
2,16:43:43,06/10/24,13808,277,3830,0.00,90.00
3,16:43:43,06/10/24,1508,31,50,,
1,16:53:43,06/10/24,13584,279,3798,,
2,16:53:43,06/10/24,8272,166,1376,0.00,30.00
3,16:53:43,06/10/24,1216,25,30,,
1,17:03:43,06/10/24,12204,251,3064,,
2,17:03:43,06/10/24,1288,26,32,-0.24,56.10
3,17:03:43,06/10/24,868,18,16,,
1,17:13:45,06/10/24,10396,213,2222,,
2,17:13:45,06/10/24,1048,21,22,7.82,56.47
3,17:13:45,06/10/24,692,14,10,,
1,17:23:47,06/10/24,1376,28,40,,
2,17:23:47,06/10/24,924,19,16,19.62,56.73
3,17:23:47,06/10/24,568,12,6,,
1,17:33:50,06/10/24,1012,21,22,,
2,17:33:50,06/10/24,812,16,14,36.51,56.88
3,17:33:50,06/10/24,456,9,4,,
1,17:43:50,06/10/24,680,14,10,,
2,17:43:50,06/10/24,660,13,10,0.00,60.00
3,17:43:50,06/10/24,336,7,4,,
1,17:53:58,06/10/24,296,6,4,,
2,17:53:58,06/10/24,304,6,4,-30.00,60.00
3,17:53:58,06/10/24,176,3,0,,
1,05:34:18,07/10/24,128,3,0,,
2,05:34:18,07/10/24,120,3,0,74.17,-56.84
3,05:34:18,07/10/24,184,4,0,,
1,05:44:03,07/10/24,440,9,4,,
2,05:44:03,07/10/24,292,7,0,54.02,-56.88
3,05:44:03,07/10/24,316,6,4,,
1,05:53:55,07/10/24,712,15,10,,
2,05:53:55,07/10/24,532,12,6,34.36,-56.82
3,05:53:55,07/10/24,448,9,4,,
1,06:03:52,07/10/24,908,19,16,,
2,06:03:52,07/10/24,672,15,10,18.85,-56.65
3,06:03:52,07/10/24,580,12,6,,
1,06:13:44,07/10/24,10924,222,2434,,
2,06:13:44,07/10/24,792,18,14,7.85,-56.37
3,06:13:44,07/10/24,704,14,10,,
1,06:23:44,07/10/24,7856,160,1262,,
2,06:23:44,07/10/24,1056,18,20,0.18,-55.98
3,06:23:44,07/10/24,808,17,14,,
1,06:33:41,07/10/24,1688,34,58,,
2,06:33:41,07/10/24,4344,29,124,30.00,-90.00
3,06:33:41,07/10/24,916,19,16,,
1,06:43:46,07/10/24,6404,131,838,,
2,06:43:46,07/10/24,3204,141,76,0.00,-30.00
3,06:43:46,07/10/24,1016,21,22,,
1,06:53:47,07/10/24,15032,307,4624,,
2,06:53:47,07/10/24,9856,120,1186,-12.35,-54.18
3,06:53:47,07/10/24,1080,22,22,,
1,07:03:45,07/10/24,15708,321,5052,,
2,07:03:45,07/10/24,10692,136,1462,-30.00,-60.00
3,07:03:45,07/10/24,1144,23,26,,
1,07:13:46,07/10/24,16316,334,5456,,
2,07:13:46,07/10/24,7668,230,524,-30.00,-60.00
3,07:13:46,07/10/24,1200,25,30,,
1,07:23:45,07/10/24,16572,339,5626,,
2,07:23:45,07/10/24,13728,212,2922,-30.00,-60.00
3,07:23:45,07/10/24,1244,26,32,,
1,07:33:45,07/10/24,16844,345,5814,,
2,07:33:45,07/10/24,13944,218,3044,-30.00,-60.00
3,07:33:45,07/10/24,1288,27,36,,
1,07:43:45,07/10/24,17064,350,5974,,
2,07:43:45,07/10/24,9904,265,1048,-30.00,-60.00
3,07:43:45,07/10/24,1336,28,36,,
1,07:53:45,07/10/24,17140,351,6030,,
2,07:53:45,07/10/24,14844,244,3634,-30.00,-30.00
3,07:53:45,07/10/24,1396,29,42,,
1,08:03:45,07/10/24,17296,355,6144,,
2,08:03:45,07/10/24,12404,300,2078,-30.00,-30.00
3,08:03:45,07/10/24,1684,35,58,,
1,08:13:45,07/10/24,17168,353,6058,,
2,08:13:45,07/10/24,12152,297,1908,-30.00,-30.00
3,08:13:45,07/10/24,4968,104,518,,
1,08:23:45,07/10/24,17268,355,6130,,
2,08:23:45,07/10/24,13864,317,2932,-23.34,-43.42
3,08:23:45,07/10/24,6060,127,770,,
1,08:33:44,07/10/24,17592,361,6366,,
2,08:33:44,07/10/24,16088,282,4548,-30.00,-30.00
3,08:33:44,07/10/24,15420,323,4990,,
1,08:43:44,07/10/24,17584,361,6360,,
2,08:43:44,07/10/24,15964,277,4430,-30.00,-30.00
3,08:43:44,07/10/24,16168,339,5492,,
1,08:53:44,07/10/24,17604,362,6376,,
2,08:53:44,07/10/24,16884,313,5286,-30.00,-30.00
3,08:53:44,07/10/24,16864,354,5974,,
1,09:03:44,07/10/24,17332,356,6186,,
2,09:03:44,07/10/24,16276,292,4768,-30.00,-30.00
3,09:03:44,07/10/24,17176,360,6196,,
1,09:13:44,07/10/24,17740,365,6482,,
2,09:13:44,07/10/24,17312,327,5666,-30.00,-30.00
3,09:13:44,07/10/24,17560,368,6472,,
1,09:23:44,07/10/24,17540,361,6334,,
2,09:23:44,07/10/24,17356,333,5784,-30.00,-30.00
3,09:23:44,07/10/24,17584,369,6488,,
1,09:33:45,07/10/24,17404,358,6242,,
2,09:33:45,07/10/24,16020,341,4472,-25.79,-30.35
3,09:33:45,07/10/24,17552,368,6466,,
1,09:43:44,07/10/24,17412,358,6246,,
2,09:43:44,07/10/24,17436,342,5974,-30.00,-30.00
3,09:43:44,07/10/24,17652,370,6538,,
1,09:53:44,07/10/24,17484,360,6298,,
2,09:53:44,07/10/24,17152,332,5712,-30.00,0.00
3,09:53:44,07/10/24,17684,371,6564,,
1,10:03:44,07/10/24,17744,365,6488,,
2,10:03:44,07/10/24,17448,354,5800,-30.00,0.00
3,10:03:44,07/10/24,17908,375,6730,,
1,10:13:44,07/10/24,15616,321,5020,,
2,10:13:44,07/10/24,14788,313,3874,-26.48,-21.54
3,10:13:44,07/10/24,16816,353,5928,,
1,10:23:44,07/10/24,16800,346,5820,,
2,10:23:44,07/10/24,16348,333,5066,-30.00,0.00
3,10:23:44,07/10/24,17484,366,6416,,
1,10:33:44,07/10/24,17832,367,6560,,
2,10:33:44,07/10/24,17336,354,5662,-30.00,0.00
3,10:33:44,07/10/24,18100,379,6878,,
1,10:43:44,07/10/24,15112,311,4708,,
2,10:43:44,07/10/24,14956,305,4204,-30.00,0.00
3,10:43:44,07/10/24,16504,346,5722,,
1,10:53:44,07/10/24,16440,338,5564,,
2,10:53:44,07/10/24,16204,327,5024,-26.87,-12.07
3,10:53:44,07/10/24,17500,367,6426,,
1,11:03:44,07/10/24,13232,272,3604,,
2,11:03:44,07/10/24,13064,266,3186,-26.93,-9.63
3,11:03:44,07/10/24,13996,293,4112,,
1,11:13:44,07/10/24,14228,292,4164,,
2,11:13:44,07/10/24,14212,282,3922,-26.97,-7.18
3,11:13:44,07/10/24,15304,320,4906,,
1,11:23:44,07/10/24,18016,371,6688,,
2,11:23:44,07/10/24,17852,359,6416,-30.00,0.00
3,11:23:44,07/10/24,18216,382,6964,,
1,11:33:44,07/10/24,16680,343,5734,,
2,11:33:44,07/10/24,16292,332,5416,-27.02,-2.23
3,11:33:44,07/10/24,17540,368,6456,,
1,11:43:44,07/10/24,12192,251,3064,,
2,11:43:44,07/10/24,11572,239,2768,-27.03,0.25
3,11:43:44,07/10/24,12520,263,3286,,
1,11:53:44,07/10/24,17208,354,6118,,
2,11:53:44,07/10/24,16520,336,5560,-27.02,2.73
3,11:53:44,07/10/24,17672,371,6560,,
1,12:03:44,07/10/24,18140,374,6790,,
2,12:03:44,07/10/24,17936,360,6472,-30.00,30.00
3,12:03:44,07/10/24,18212,382,6960,,
1,12:13:44,07/10/24,18036,372,6714,,
2,12:13:44,07/10/24,17828,359,6400,-30.00,30.00
3,12:13:44,07/10/24,18156,381,6920,,
1,12:23:44,07/10/24,17760,366,6512,,
2,12:23:44,07/10/24,17724,357,6330,-30.00,30.00
3,12:23:44,07/10/24,17868,375,6702,,
1,12:33:44,07/10/24,11644,240,2802,,
2,12:33:44,07/10/24,11232,226,2540,-26.86,12.56
3,12:33:44,07/10/24,11512,241,2782,,
1,12:43:44,07/10/24,15684,323,5082,,
2,12:43:44,07/10/24,15240,307,4682,-30.00,30.00
3,12:43:44,07/10/24,16428,344,5666,,
1,12:53:44,07/10/24,17688,365,6466,,
2,12:53:44,07/10/24,17456,352,6148,-30.00,30.00
3,12:53:44,07/10/24,17780,373,6638,,
1,13:03:44,07/10/24,17796,367,6544,,
2,13:03:44,07/10/24,17592,354,6246,-30.00,30.00
3,13:03:44,07/10/24,17780,373,6638,,
1,13:13:44,07/10/24,17756,367,6520,,
2,13:13:44,07/10/24,17516,353,6200,-30.00,30.00
3,13:13:44,07/10/24,17652,370,6538,,
1,13:23:44,07/10/24,17728,366,6502,,
2,13:23:44,07/10/24,17516,353,6206,-30.00,30.00
3,13:23:44,07/10/24,17540,368,6456,,
1,13:33:44,07/10/24,16804,348,5852,,
2,13:33:44,07/10/24,16284,329,5368,-30.00,30.00
3,13:33:44,07/10/24,16560,348,5764,,
1,13:43:42,07/10/24,17100,354,6052,,
2,13:43:42,07/10/24,15884,320,5096,0.00,30.00
3,13:43:42,07/10/24,16556,348,5760,,
1,13:53:46,07/10/24,17460,361,6312,,
2,13:53:46,07/10/24,17072,345,5892,-30.00,30.00
3,13:53:46,07/10/24,16928,355,6014,,
1,14:03:44,07/10/24,17480,362,6328,,
2,14:03:44,07/10/24,16936,342,5800,-30.00,60.00
3,14:03:44,07/10/24,16552,347,5750,,
1,14:13:44,07/10/24,17400,360,6272,,
2,14:13:44,07/10/24,16836,340,5732,-30.00,60.00
3,14:13:44,07/10/24,16048,336,5404,,
1,14:23:44,07/10/24,17332,359,6230,,
2,14:23:44,07/10/24,16796,339,5706,-30.00,60.00
3,14:23:44,07/10/24,15328,321,4938,,
1,14:33:45,07/10/24,17280,358,6194,,
2,14:33:45,07/10/24,16472,333,5492,-24.58,38.61
3,14:33:45,07/10/24,14564,305,4454,,
1,14:43:41,07/10/24,17172,356,6118,,
2,14:43:41,07/10/24,16616,336,5596,0.00,60.00
3,14:43:41,07/10/24,13796,289,3998,,
1,14:53:45,07/10/24,13032,270,3522,,
